audio	sentence	duration
3259-158083-0009.flac	OREGON MISS ALICE GRAM MISS BETTY GRAM PORTLAND UTAH MISSUS R B QUAY MISSUS T C ROBERTSON SALT LAKE CITY COLORADO MISSUS EVA DECKER	14.355
3259-158083-0010.flac	COLORADO SPRINGS MISSUS GENEVIEVE WILLIAMS MANITOU FOURTH GROUP INDIANA MISSUS CHARLES W BARNES INDIANAPOLIS OKLAHOMA MISSUS KATE STAFFORD OKLAHOMA CITY	16.085
3259-158083-0011.flac	MINNESOTA MISSUS J H SHORT MINNEAPOLIS IOWA	4.94
3259-158083-0012.flac	DES MOINES MISSUS CATHERINE MARTINETTE EAGLE GROVE FIFTH GROUP NEW YORK MISS LUCY BURNS NEW YORK CITY DISTRICT OF COLUMBIA MISSUS HARVEY WILEY LOUISIANA	14.54
831-130739-0000.flac	THE PRINCIPAL CHARACTER IN THE STORY IF YOU PRESUMING YOU ARE OF THE SEX THAT DOES SUCH THINGS IF YOU HAD GONE INTO THE DRAPERY EMPORIUM WHICH IS REALLY ONLY MAGNIFICENT FOR SHOP	11.91
831-130739-0001.flac	A PERFECTLY FICTITIOUS CO BY THE BYE OF PUTNEY ON THE FOURTEENTH OF AUGUST EIGHTEEN NINETY FIVE HAD TURNED TO THE RIGHT HAND SIDE WHERE THE BLOCKS OF WHITE LINEN AND PILES OF BLANKETS RISE UP TO THE RAIL FROM WHICH THE PINK AND BLUE PRINTS DEPEND	14.19
831-130739-0002.flac	YOU MIGHT HAVE BEEN SERVED BY THE CENTRAL FIGURE OF THIS STORY THAT IS NOW BEGINNING HE WOULD HAVE COME FORWARD BOWING AND SWAYING	8.215
831-130739-0003.flac	WHAT HE MIGHT HAVE THE PLEASURE OF SHOWING YOU UNDER CERTAIN CIRCUMSTANCES AS FOR INSTANCE HATS BABY LINEN GLOVES SILKS LACE OR CURTAINS	10.285
831-130739-0004.flac	AND MAKING A KIND OF CIRCULAR SWEEP INVITED YOU TO STEP THIS WAY AND SO LED YOU BEYOND HIS KEN	7.73
831-130739-0005.flac	HUCKABACK BLANKETS DIMITY CRETONNE LINEN CALICO ARE CASES IN POINT	6.145
831-130739-0006.flac	UNDER WHICH HAPPIER CIRCUMSTANCES YOU MIGHT IF OF AN OBSERVING TURN OF MIND AND NOT TOO MUCH OF A HOUSEWIFE TO BE INHUMAN HAVE GIVEN THE CENTRAL FIGURE OF THIS STORY LESS CURSORY ATTENTION	11.785
831-130739-0007.flac	NOW IF YOU HAD NOTICED ANYTHING ABOUT HIM IT WOULD HAVE BEEN CHIEFLY TO NOTICE HOW LITTLE HE WAS NOTICEABLE HE WORE THE BLACK MORNING COAT THE BLACK TIE AND THE SPECKLED GREY NETHER PARTS DESCENDING INTO SHADOW AND MYSTERY BELOW THE COUNTER OF HIS CRAFT	13.74
831-130739-0008.flac	HAIR OF A KIND OF DIRTY FAIRNESS GREYISH EYES AND A SKIMPY IMMATURE MOUSTACHE UNDER HIS PEAKED INDETERMINATE NOSE HIS FEATURES WERE ALL SMALL BUT NONE ILL SHAPED A ROSETTE OF PINS DECORATED THE LAPPEL OF HIS COAT	15.59
831-130739-0009.flac	WE COULD SHOW YOU SOMETHING BETTER OF COURSE NO TROUBLE MADAM I ASSURE YOU SUCH WERE THE SIMPLE COUNTERS OF HIS INTERCOURSE SO I SAY	9.62
831-130739-0010.flac	HE WOULD HAVE DANCED ABOUT BEHIND THE COUNTER HAVE NEATLY REFOLDED THE GOODS HE HAD SHOWN YOU HAVE PUT ON ONE SIDE THOSE YOU SELECTED EXTRACTED A LITTLE BOOK WITH A CARBON LEAF AND A TINFOIL SHEET FROM A FIXTURE	12.49
831-130739-0011.flac	MADE YOU OUT A LITTLE BILL IN THAT WEAK FLOURISHING HAND PECULIAR TO DRAPERS	4.86
831-130739-0012.flac	SAYN THEN A PUFFY LITTLE SHOP WALKER WOULD HAVE COME INTO VIEW	5.36
831-130739-0013.flac	HAVE SCRIBBLED A STILL MORE FLOURISHING J M ALL OVER THE DOCUMENT HAVE ASKED YOU IF THERE WAS NOTHING MORE HAVE STOOD BY YOU SUPPOSING THAT YOU WERE PAYING CASH UNTIL THE CENTRAL FIGURE OF THIS STORY REAPPEARED WITH THE CHANGE	14.77
831-130739-0014.flac	ONE GLANCE MORE AT HIM AND THE PUFFY LITTLE SHOP WALKER WOULD HAVE BEEN BOWING YOU OUT WITH FOUNTAINS OF CIVILITIES AT WORK ALL ABOUT YOU	8.63
4959-28865-0000.flac	CHAPTER TWENTY SEVEN MAJOR TIFTO AND THE DUKE I BEG YOUR PARDON SILVERBRIDGE SAID THE MAJOR ENTERING THE ROOM BUT I WAS LOOKING FOR LONGSTAFF	12.16
4959-28865-0001.flac	HE ISN'T HERE SAID SILVERBRIDGE WHO DID NOT WISH TO BE INTERRUPTED BY HIS RACING FRIEND YOUR FATHER I BELIEVE SAID TIFTO HE WAS RED IN THE FACE BUT WAS IN OTHER RESPECTS PERHAPS IMPROVED IN APPEARANCE BY HIS LIQUOR	16.515
4959-28865-0002.flac	IN HIS MORE SOBER MOMENTS HE WAS NOT ALWAYS ABLE TO ASSUME THAT APPEARANCE OF EQUALITY WITH HIS COMPANIONS WHICH IT WAS THE AMBITION OF HIS SOUL TO ACHIEVE BUT A SECOND GLASS OF WHISKY AND WATER	14.245
4959-28865-0003.flac	WOULD ALWAYS ENABLE HIM TO COCK HIS TAIL AND BARK BEFORE THE COMPANY WITH ALL THE COURAGE OF MY LADY'S PUG WOULD YOU DO ME THE GREAT HONOUR TO INTRODUCE ME TO HIS GRACE	11.72
4959-28865-0004.flac	SILVERBRIDGE WAS NOT PRONE TO TURN HIS BACK UPON A FRIEND BECAUSE HE WAS LOW IN THE WORLD HE HAD BEGUN TO UNDERSTAND THAT HE HAD MADE A MISTAKE BY CONNECTING HIMSELF WITH THE MAJOR BUT AT THE CLUB HE ALWAYS DEFENDED HIS PARTNER	14.87
4959-28865-0005.flac	THOUGH HE NOT UNFREQUENTLY FOUND HIMSELF OBLIGED TO SNUB THE MAJOR HIMSELF HE ALWAYS COUNTENANCED THE LITTLE MASTER OF HOUNDS AND WAS TRUE TO HIS OWN IDEA OF STANDING TO A FELLOW	13.325
4959-28865-0006.flac	NEVERTHELESS HE DID NOT WISH TO INTRODUCE HIS FRIEND TO HIS FATHER THE DUKE SAW IT ALL AT A GLANCE AND FELT THAT THE INTRODUCTION SHOULD BE MADE PERHAPS SAID HE GETTING UP FROM HIS CHAIR	14.75
4959-28865-0007.flac	THIS IS MAJOR TIFTO YES MY LORD DUKE I AM MAJOR TIFTO THE DUKE BOWED GRACIOUSLY MY FATHER AND I WERE ENGAGED ABOUT PRIVATE MATTERS SAID SILVERBRIDGE I BEG TEN THOUSAND PARDONS EXCLAIMED THE MAJOR	15.44
4959-28865-0008.flac	I DID NOT INTEND TO INTRUDE I THINK WE HAD DONE SAID THE DUKE PRAY SIT DOWN MAJOR TIFTO THE MAJOR SAT DOWN THOUGH NOW I BETHINK MYSELF I HAVE TO BEG YOUR PARDON THAT I A STRANGER	15.055
4959-28865-0009.flac	SHOULD ASK YOU TO SIT DOWN IN YOUR OWN CLUB DON'T MENTION IT MY LORD DUKE I AM SO UNUSED TO CLUBS THAT I FORGOT WHERE I WAS QUITE SO MY LORD DUKE I HOPE YOU THINK THAT SILVERBRIDGE IS LOOKING WELL	13.99
4959-28865-0010.flac	YES YES I THINK SO SILVERBRIDGE BIT HIS LIPS AND TURNED HIS FACE AWAY TO THE DOOR WE DIDN'T MAKE A VERY GOOD THING OF OUR DERBY NAG THE OTHER DAY PERHAPS YOUR GRACE HAS HEARD ALL THAT	14.75
8765-295000-0000.flac	CHAPTER FIVE THE SEAL AND THE BEAR YOU KNOW DOCTOR SAID HATTERAS AS THEY RETURNED TO THE HUT THE POLAR BEARS SUBSIST ALMOST ENTIRELY ON SEALS THEY'LL LIE IN WAIT FOR THEM BESIDE THE CREVASSES FOR WHOLE DAYS	13.975
8765-295000-0001.flac	READY TO STRANGLE THEM THE MOMENT THEIR HEADS APPEAR ABOVE THE SURFACE IT IS NOT LIKELY THEN THAT A BEAR WILL BE FRIGHTENED OF A SEAL I THINK I SEE WHAT YOU ARE AFTER BUT IT IS DANGEROUS	11.225
8765-295000-0002.flac	YES BUT THERE IS MORE CHANCE OF SUCCESS THAN IN TRYING ANY OTHER PLAN SO I MEAN TO RISK IT I AM GOING TO DRESS MYSELF IN THE SEAL'S SKIN AND CREEP ALONG THE ICE COME DON'T LET US LOSE TIME LOAD THE GUN AND GIVE IT ME	13.98
8765-295000-0003.flac	THE DOCTOR COULD NOT SAY ANYTHING FOR HE WOULD HAVE DONE THE SAME HIMSELF SO HE FOLLOWED HATTERAS SILENTLY TO THE SLEDGE TAKING WITH HIM A COUPLE OF HATCHETS FOR HIS OWN AND JOHNSON'S USE HATTERAS SOON MADE HIS TOILETTE AND SLIPPED INTO THE SKIN	15.595
8765-295000-0004.flac	NOW THEN GIVE ME THE GUN HE SAID	2.97
8765-295000-0005.flac	COURAGE HATTERAS SAID THE DOCTOR HANDING HIM THE WEAPON WHICH HE HAD CAREFULLY LOADED MEANWHILE NEVER FEAR BUT BE SURE YOU DON'T SHOW YOURSELVES TILL I FIRE THE DOCTOR SOON JOINED THE OLD BOATSWAIN BEHIND THE HUMMOCK AND TOLD HIM WHAT THEY HAD BEEN DOING	15.65
8765-295000-0006.flac	THE BEAR WAS STILL THERE BUT MOVING RESTLESSLY ABOUT AS IF HE FELT THE APPROACH OF DANGER IN A QUARTER OF AN HOUR OR SO THE SEAL MADE HIS APPEARANCE ON THE ICE HE HAD GONE A GOOD WAY ROUND SO AS TO COME ON THE BEAR BY SURPRISE	13.975
8765-295000-0007.flac	AND EVERY MOVEMENT WAS SO PERFECT AN IMITATION OF A SEAL THAT EVEN THE DOCTOR WOULD HAVE BEEN DECEIVED IF HE HAD NOT KNOWN IT WAS HATTERAS IT IS CAPITAL SAID JOHNSON IN A LOW VOICE THE BEAR HAD INSTANTLY CAUGHT SIGHT OF THE SUPPOSED SEAL FOR HE GATHERED HIMSELF UP	15.605
8765-295000-0008.flac	PREPARING TO MAKE A SPRING AS THE ANIMAL CAME NEARER	3.215
8765-295000-0009.flac	BRUIN WENT TO WORK WITH EXTREME PRUDENCE THOUGH HIS EYES GLARED WITH GREEDY DESIRE TO CLUTCH THE COVETED PREY FOR HE HAD PROBABLY BEEN FASTING A MONTH IF NOT TWO HE ALLOWED HIS VICTIM TO GET WITHIN TEN PACES OF HIM AND THEN SPRANG FORWARD WITH A TREMENDOUS BOUND	15.66
8765-295000-0010.flac	BUT STOPPED SHORT STUPEFIED AND FRIGHTENED WITHIN THREE STEPS OF HATTERAS WHO STARTED UP THAT MOMENT AND THROWING OFF HIS DISGUISE KNELT ON ONE KNEE AND AIMED STRAIGHT AT THE BEAR'S HEART	11.79
8765-295000-0011.flac	HURRYING TOWARDS HATTERAS FOR THE BEAR HAD REARED ON HIS HIND LEGS AND WAS STRIKING THE AIR WITH ONE PAW AND TEARING UP THE SNOW TO STANCH HIS WOUND WITH THE OTHER HATTERAS NEVER MOVED BUT WAITED KNIFE IN HAND	12.695
8765-295000-0012.flac	HE HAD AIMED WELL AND FIRED WITH A SURE AND STEADY AIM BEFORE EITHER OF HIS COMPANIONS CAME UP HE HAD PLUNGED THE KNIFE IN THE ANIMAL'S THROAT AND MADE AN END OF HIM FOR HE FELL DOWN AT ONCE TO RISE NO MORE	13.13
248-130644-0011.flac	FOR SUCH PASSIONS DWELL IN FEMININE BREASTS ALSO IN GWENDOLEN'S HOWEVER THEY DWELT AMONG STRICTLY FEMININE FURNITURE AND HAD NO DISTURBING REFERENCE TO THE ADVANCEMENT OF LEARNING OR THE BALANCE OF THE CONSTITUTION	14.385
248-130644-0012.flac	HER KNOWLEDGE BEING SUCH AS WITH NO SORT OF STANDING ROOM OR LENGTH OF LEVER COULD HAVE BEEN EXPECTED TO MOVE THE WORLD SHE MEANT TO DO WHAT WAS PLEASANT TO HERSELF IN A STRIKING MANNER	10.97
248-130644-0013.flac	AND TO HAVE THEIR LIVES BLOWN HITHER AND THITHER LIKE EMPTY SHIPS IN WHICH NO WILL WAS PRESENT IT WAS NOT TO BE SO WITH HER SHE WOULD NO LONGER BE SACRIFICED TO CREATURES WORTH LESS THAN HERSELF	12.675
248-130644-0014.flac	BUT WOULD MAKE THE VERY BEST OF THE CHANCES THAT LIFE OFFERED HER AND CONQUER CIRCUMSTANCES BY HER EXCEPTIONAL CLEVERNESS	7.525
248-130644-0015.flac	THE ARCHERY CLUB AND INVITATIONS TO DINE WITH THE ARROWPOINTS AS THE HIGHEST LIGHTS IN HER SCENERY WAS NOT A POSITION THAT SEEMED TO OFFER REMARKABLE CHANCES BUT GWENDOLEN'S CONFIDENCE LAY CHIEFLY IN HERSELF	13.265
248-130644-0016.flac	SHE FELT WELL EQUIPPED FOR THE MASTERY OF LIFE WITH REGARD TO MUCH IN HER LOT HITHERTO SHE HELD HERSELF RATHER HARDLY DEALT WITH BUT AS TO HER EDUCATION SHE WOULD HAVE ADMITTED THAT IT HAD LEFT HER UNDER NO DISADVANTAGES	15.24
248-130644-0017.flac	IN THE SCHOOL ROOM HER QUICK MIND HAD TAKEN READILY THAT STRONG STARCH OF UNEXPLAINED RULES AND DISCONNECTED FACTS WHICH SAVES IGNORANCE FROM ANY PAINFUL SENSE OF LIMPNESS	11.265
248-130644-0018.flac	AND WHAT REMAINED OF ALL THINGS KNOWABLE SHE WAS CONSCIOUS OF BEING SUFFICIENTLY ACQUAINTED WITH THROUGH NOVELS PLAYS AND POEMS ABOUT HER FRENCH AND MUSIC THE TWO JUSTIFYING ACCOMPLISHMENTS OF A YOUNG LADY SHE FELT NO GROUND FOR UNEASINESS	15.575
248-130644-0019.flac	AND WHEN TO ALL THESE QUALIFICATIONS NEGATIVE AND POSITIVE WE ADD THE SPONTANEOUS SENSE OF CAPABILITY SOME HAPPY PERSONS ARE BORN WITH SO THAT ANY SUBJECT THEY TURN THEIR ATTENTION TO IMPRESSES THEM WITH THEIR OWN POWER OF FORMING A CORRECT JUDGMENT ON IT	16.55
248-130644-0020.flac	WHO CAN WONDER IF GWENDOLEN FELT READY TO MANAGE HER OWN DESTINY THERE WERE MANY SUBJECTS IN THE WORLD PERHAPS THE MAJORITY IN WHICH SHE FELT NO INTEREST BECAUSE THEY WERE STUPID	11.525
248-130644-0021.flac	FOR SUBJECTS ARE APT TO APPEAR STUPID TO THE YOUNG AS LIGHT SEEMS DULL TO THE OLD BUT SHE WOULD NOT HAVE FELT AT ALL HELPLESS IN RELATION TO THEM IF THEY HAD TURNED UP IN CONVERSATION IT MUST BE REMEMBERED THAT NO ONE HAD DISPUTED HER POWER OR HER GENERAL SUPERIORITY	16.245
248-130644-0022.flac	WHAT WILL GWENDOLEN THINK IF THE FOOTMAN TROD HEAVILY IN CREAKING BOOTS OR IF THE LAUNDRESS'S WORK WAS UNSATISFACTORY THE MAID SAID THIS WILL NEVER DO FOR MISS HARLETH	12.04
248-130644-0023.flac	IF THE WOOD SMOKED IN THE BEDROOM FIREPLACE MISSUS DAVILOW WHOSE OWN WEAK EYES SUFFERED MUCH FROM THIS INCONVENIENCE SPOKE APOLOGETICALLY OF IT TO GWENDOLEN	10.02
248-130644-0024.flac	IF WHEN THEY WERE UNDER THE STRESS OF TRAVELING SHE DID NOT APPEAR AT THE BREAKFAST TABLE TILL EVERY ONE ELSE HAD FINISHED THE ONLY QUESTION WAS HOW GWENDOLEN'S COFFEE AND TOAST SHOULD STILL BE OF THE HOTTEST AND CRISPEST	13.05
248-130644-0025.flac	IT WAS ALWAYS SHE HERSELF WHO HAD TO BE TOLERANT TO BEG THAT ALICE WHO SAT WAITING ON HER WOULD NOT STICK UP HER SHOULDERS IN THAT FRIGHTFUL MANNER AND THAT ISABEL INSTEAD OF PUSHING UP TO HER AND ASKING QUESTIONS WOULD GO AWAY TO MISS MERRY	14.94
248-130644-0026.flac	ALWAYS SHE WAS THE PRINCESS IN EXILE WHO IN TIME OF FAMINE WAS TO HAVE HER BREAKFAST ROLL MADE OF THE FINEST BOLTED FLOUR FROM THE SEVEN THIN EARS OF WHEAT AND IN A GENERAL DECAMPMENT WAS TO HAVE HER SILVER FORK KEPT OUT OF THE BAGGAGE	15.45
248-130644-0027.flac	HOW WAS THIS TO BE ACCOUNTED FOR THE ANSWER MAY SEEM TO LIE QUITE ON THE SURFACE IN HER BEAUTY A CERTAIN UNUSUALNESS ABOUT HER	9.21
248-130644-0028.flac	A DECISION OF WILL WHICH MADE ITSELF FELT IN HER GRACEFUL MOVEMENTS AND CLEAR UNHESITATING TONES SO THAT IF SHE CAME INTO THE ROOM ON A RAINY DAY WHEN EVERYBODY ELSE WAS FLACCID AND THE USE OF THINGS IN GENERAL WAS NOT APPARENT TO THEM	14.79
248-130644-0029.flac	THERE SEEMED TO BE A SUDDEN SUFFICIENT REASON FOR KEEPING UP THE FORMS OF LIFE AND EVEN THE WAITERS AT HOTELS SHOWED THE MORE ALACRITY IN DOING AWAY WITH CRUMBS AND CREASES AND DREGS WITH STRUGGLING FLIES IN THEM	12.13
248-130644-0030.flac	THIS POTENT CHARM ADDED TO THE FACT THAT SHE WAS THE ELDEST DAUGHTER TOWARD WHOM HER MAMMA HAD ALWAYS BEEN IN AN APOLOGETIC STATE OF MIND FOR THE EVILS BROUGHT ON HER BY A STEP FATHER MAY SEEM SO FULL A REASON FOR GWENDOLEN'S DOMESTIC EMPIRE	15.235
248-130644-0031.flac	THAT TO LOOK FOR ANY OTHER WOULD BE TO ASK THE REASON OF DAYLIGHT WHEN THE SUN IS SHINING BUT BEWARE OF ARRIVING AT CONCLUSIONS WITHOUT COMPARISON	9.985
248-130644-0032.flac	WHOSE FIRMNESS SHOWED ITSELF IN NO VERY GRACEFUL OR EUPHONIOUS WAY AND WHO WERE NOT ELDEST DAUGHTERS WITH A TENDER TIMID MOTHER COMPUNCTIOUS AT HAVING SUBJECTED THEM TO INCONVENIENCES	13.165
248-130644-0033.flac	SOME OF THEM WERE A VERY COMMON SORT OF MEN AND THE ONLY POINT OF RESEMBLANCE AMONG THEM ALL WAS A STRONG DETERMINATION TO HAVE WHAT WAS PLEASANT WITH A TOTAL FEARLESSNESS IN MAKING THEMSELVES DISAGREEABLE OR DANGEROUS WHEN THEY DID NOT GET IT	14.82
248-130644-0034.flac	THE FEAR AND THE FONDNESS BEING PERHAPS BOTH HEIGHTENED BY WHAT MAY BE CALLED THE IRIDESCENCE OF HER CHARACTER THE PLAY OF VARIOUS NAY CONTRARY TENDENCIES	10.785
248-130644-0035.flac	FOR MACBETH'S RHETORIC ABOUT THE IMPOSSIBILITY OF BEING MANY OPPOSITE THINGS IN THE SAME MOMENT REFERRED TO THE CLUMSY NECESSITIES OF ACTION AND NOT TO THE SUBTLER POSSIBILITIES OF FEELING WE CANNOT SPEAK A LOYAL WORD AND BE MEANLY SILENT	15.25
248-130644-0036.flac	WE CANNOT KILL AND NOT KILL IN THE SAME MOMENT	3.39
248-130652-0000.flac	CHAPTER TWELVE O GENTLEMEN THE TIME OF LIFE IS SHORT TO SPEND THAT SHORTNESS BASELY WERE TOO LONG IF LIFE DID RIDE UPON A DIAL'S POINT STILL ENDING AT THE ARRIVAL OF AN HOUR SHAKESPEARE	15.13
248-130652-0001.flac	ON THE SECOND DAY AFTER THE ARCHERY MEETING MISTER HENLEIGH MALLINGER GRANDCOURT WAS AT HIS BREAKFAST TABLE WITH MISTER LUSH EVERYTHING AROUND THEM WAS AGREEABLE	9.67
248-130652-0002.flac	THE STILL LIFE IN THE ROOM WHICH SEEMED THE STILLER FOR ITS SOBER ANTIQUATED ELEGANCE AS IF IT KEPT A CONSCIOUS WELL BRED SILENCE UNLIKE THE RESTLESSNESS OF VULGAR FURNITURE WHETHER THE GENTLEMEN WERE AGREEABLE TO EACH OTHER WAS LESS EVIDENT	16.4
248-130652-0003.flac	MISTER GRANDCOURT HAD DRAWN HIS CHAIR ASIDE SO AS TO FACE THE LAWN AND WITH HIS LEFT LEG OVER ANOTHER CHAIR AND HIS RIGHT ELBOW ON THE TABLE WAS SMOKING A LARGE CIGAR WHILE HIS COMPANION WAS STILL EATING THE DOGS	14.41
248-130652-0004.flac	GAVE A VACILLATING PREFERENCE FIRST TO ONE GENTLEMAN THEN TO THE OTHER BEING DOGS IN SUCH GOOD CIRCUMSTANCES THAT THEY COULD PLAY AT HUNGER AND LIKED TO BE SERVED WITH DELICACIES WHICH THEY DECLINED TO PUT IN THEIR MOUTHS ALL EXCEPT FETCH	15.045
248-130652-0005.flac	THE BEAUTIFUL LIVER COLORED WATER SPANIEL WHICH SAT WITH ITS FOREPAWS FIRMLY PLANTED AND ITS EXPRESSIVE BROWN FACE TURNED UPWARD WATCHING GRANDCOURT WITH UNSHAKEN CONSTANCY	11.73
248-130652-0006.flac	HE HELD IN HIS LAP A TINY MALTESE DOG WITH A TINY SILVER COLLAR AND BELL AND WHEN HE HAD A HAND UNUSED BY CIGAR OR COFFEE CUP IT RESTED ON THIS SMALL PARCEL OF ANIMAL WARMTH	12.0
248-130652-0007.flac	GRANDCOURT LOOKED AT HER WITH UNCHANGED FACE FOR HALF A MINUTE AND THEN TOOK THE TROUBLE TO LAY DOWN HIS CIGAR WHILE HE LIFTED THE UNIMPASSIONED FLUFF CLOSE TO HIS CHIN AND GAVE IT CARESSING PATS ALL THE WHILE GRAVELY WATCHING FETCH	15.055
248-130652-0008.flac	WHO POOR THING WHIMPERED INTERRUPTEDLY AS IF TRYING TO REPRESS THAT SIGN OF DISCONTENT AND AT LAST RESTED HER HEAD BESIDE THE APPEALING PAW LOOKING UP WITH PITEOUS BESEECHING SO AT LEAST A LOVER OF DOGS MUST HAVE INTERPRETED FETCH	15.89
248-130652-0009.flac	AND GRANDCOURT KEPT SO MANY DOGS THAT HE WAS REPUTED TO LOVE THEM AT ANY RATE HIS IMPULSE TO ACT JUST IN THAT WAY STARTED FROM SUCH AN INTERPRETATION BUT WHEN THE AMUSING ANGUISH BURST FORTH IN A HOWLING BARK	13.605
248-130652-0010.flac	THAT THE BRUTE OF A CIGAR REQUIRED RELIGHTING FETCH HAVING BEGUN TO WAIL FOUND LIKE OTHERS OF HER SEX THAT IT WAS NOT EASY TO LEAVE OFF INDEED THE SECOND HOWL WAS A LOUDER ONE AND THE THIRD WAS LIKE UNTO IT	13.415
248-130652-0011.flac	TURN OUT THAT BRUTE WILL YOU SAID GRANDCOURT TO LUSH WITHOUT RAISING HIS VOICE OR LOOKING AT HIM AS IF HE COUNTED ON ATTENTION TO THE SMALLEST SIGN AND LUSH IMMEDIATELY ROSE LIFTED FETCH THOUGH SHE WAS RATHER HEAVY	13.09
248-130652-0012.flac	SHALL YOU RIDE OR DRIVE TO QUETCHAM TO DAY I AM NOT GOING TO QUETCHAM YOU DID NOT GO YESTERDAY GRANDCOURT SMOKED IN SILENCE FOR HALF A MINUTE AND THEN SAID	12.85
248-130652-0013.flac	I SUPPOSE YOU SENT MY CARD AND INQUIRIES I WENT MYSELF AT FOUR AND SAID YOU WERE SURE TO BE THERE SHORTLY THEY WOULD SUPPOSE SOME ACCIDENT PREVENTED YOU FROM FULFILLING THE INTENTION ESPECIALLY IF YOU GO TO DAY	14.435
248-130652-0014.flac	SILENCE FOR A COUPLE OF MINUTES THEN GRANDCOURT SAID WHAT MEN ARE INVITED HERE WITH THEIR WIVES	7.505
248-130652-0015.flac	THEN THERE ARE MISTER HOLLIS AND LADY FLORA AND THE CUSHATS AND THE GOGOFFS RATHER A RAGGED LOT REMARKED GRANDCOURT AFTER A WHILE WHY DID YOU ASK THE GOGOFFS	13.1
248-130652-0016.flac	GRANDCOURT LIKE MANY OTHERS HAD TWO REMARKABLY DIFFERENT VOICES HITHERTO WE HAVE HEARD HIM SPEAKING IN A SUPERFICIAL INTERRUPTED DRAWL SUGGESTIVE CHIEFLY OF LANGUOR	11.755
248-130652-0017.flac	AND ONE OF YOUR DAMNED MUSICIANS BUT NOT A COMIC FELLOW I WONDER IF KLESMER WOULD CONSENT TO COME TO US WHEN HE LEAVES QUETCHAM NOTHING BUT FIRST CLASS MUSIC WILL GO DOWN WITH MISS ARROWPOINT	12.6
248-130652-0018.flac	LUSH SPOKE CARELESSLY BUT HE WAS REALLY SEIZING AN OPPORTUNITY AND FIXING AN OBSERVANT LOOK ON GRANDCOURT WHO NOW FOR THE FIRST TIME TURNED HIS EYES TOWARD HIS COMPANION BUT SLOWLY AND WITHOUT SPEAKING UNTIL HE HAD GIVEN TWO LONG LUXURIANT PUFFS	15.975
248-130652-0019.flac	WHEN HE SAID PERHAPS IN A LOWER TONE THAN EVER BUT WITH A PERCEPTIBLE EDGE OF CONTEMPT WHAT IN THE NAME OF NONSENSE HAVE I TO DO WITH MISS ARROWPOINT AND HER MUSIC	12.735
248-130652-0020.flac	YOU NEED NOT GIVE YOURSELF MUCH TROUBLE PERHAPS BUT SOME FORMS MUST BE GONE THROUGH BEFORE A MAN CAN MARRY A MILLION VERY LIKELY BUT I AM NOT GOING TO MARRY A MILLION	12.04
248-130652-0021.flac	THAT'S A PITY TO FLING AWAY AN OPPORTUNITY OF THIS SORT AND KNOCK DOWN YOUR OWN PLANS YOUR PLANS I SUPPOSE YOU MEAN YOU HAVE SOME DEBTS YOU KNOW AND THINGS MAY TURN OUT INCONVENIENTLY AFTER ALL	13.45
248-130652-0022.flac	AND THE DAUGHTER'S LOOKS AND MANNERS REQUIRE NO ALLOWANCES ANY MORE THAN IF SHE HADN'T A SIXPENCE SHE IS NOT BEAUTIFUL BUT EQUAL TO CARRYING ANY RANK AND SHE IS NOT LIKELY TO REFUSE SUCH PROSPECTS AS YOU CAN OFFER HER	14.53
248-130652-0023.flac	PERHAPS NOT THE FATHER AND MOTHER WOULD LET YOU DO ANYTHING YOU LIKE WITH THEM BUT I SHOULD NOT LIKE TO DO ANYTHING WITH THEM HERE IT WAS LUSH WHO MADE A LITTLE PAUSE BEFORE SPEAKING AGAIN	13.915
248-130652-0024.flac	AND THEN HE SAID IN A DEEP VOICE OF REMONSTRANCE GOOD GOD GRANDCOURT AFTER YOUR EXPERIENCE WILL YOU LET A WHIM INTERFERE WITH YOUR COMFORTABLE SETTLEMENT IN LIFE SPARE YOUR ORATORY I KNOW WHAT I AM GOING TO DO	16.115
248-130652-0025.flac	WHAT LUSH PUT DOWN HIS CIGAR AND THRUST HIS HANDS INTO HIS SIDE POCKETS AS IF HE HAD TO FACE SOMETHING EXASPERATING BUT MEANT TO KEEP HIS TEMPER I AM GOING TO MARRY THE OTHER GIRL	13.66
248-130652-0026.flac	HAVE YOU FALLEN IN LOVE THIS QUESTION CARRIED A STRONG SNEER I AM GOING TO MARRY HER YOU HAVE MADE HER AN OFFER ALREADY THEN NO SHE IS A YOUNG LADY WITH A WILL OF HER OWN I FANCY	15.45
248-130652-0027.flac	EXTREMELY WELL FITTED TO MAKE A RUMPUS SHE WOULD KNOW WHAT SHE LIKED SHE DOESN'T LIKE YOU SAID GRANDCOURT WITH THE GHOST OF A SMILE PERFECTLY TRUE SAID LUSH ADDING AGAIN IN A MARKEDLY SNEERING TONE	15.24
248-130652-0028.flac	HOWEVER IF YOU AND SHE ARE DEVOTED TO EACH OTHER THAT WILL BE ENOUGH GRANDCOURT TOOK NO NOTICE OF THIS SPEECH BUT SIPPED HIS COFFEE ROSE AND STROLLED OUT ON THE LAWN ALL THE DOGS FOLLOWING HIM	13.39
